country,state,district,yearcode,dyid,road_sum,districtcode
India,Madhya Pradesh,Chhatarpur,2013,Chhatarpur2013,42.49,117
India,Madhya Pradesh,Chhatarpur,2015,Chhatarpur2015,212.36,117
India,Madhya Pradesh,Chhatarpur,2016,Chhatarpur2016,68.85,117
India,Madhya Pradesh,Chhatarpur,2017,Chhatarpur2017,10.3,117
India,Madhya Pradesh,Chhindwara,2011,Chhindwara2011,111.245,118
India,Madhya Pradesh,Chhindwara,2012,Chhindwara2012,666.975,118
India,Madhya Pradesh,Chhindwara,2013,Chhindwara2013,67.775,118
India,Madhya Pradesh,Chhindwara,2015,Chhindwara2015,172.131,118
India,Madhya Pradesh,Chhindwara,2016,Chhindwara2016,235.649,118
India,Madhya Pradesh,Chhindwara,2017,Chhindwara2017,30.025,118
India,Madhya Pradesh,Chhindwara,2018,Chhindwara2018,.,118
India,Gujarat,Chhotaudepur,2011,Chhotaudepur2011,7.62,119
India,Gujarat,Chhotaudepur,2012,Chhotaudepur2012,14.95,119
India,Gujarat,Chhotaudepur,2013,Chhotaudepur2013,30.305,119
India,Karnataka,Chikkaballapura,2012,Chikkaballapura2012,7.64,120
India,Karnataka,Chikkamagaluru,2013,Chikkamagaluru2013,.,121
India,Assam,Chirang,2012,Chirang2012,20.8,122
India,Assam,Chirang,2013,Chirang2013,25.75,122
India,Assam,Chirang,2017,Chirang2017,98.105,122
India,Assam,Chirang,2018,Chirang2018,27.44,122
India,Karnataka,Chitradurga,2013,Chitradurga2013,.,123
India,Uttar Pradesh,Chitrakoot,2012,Chitrakoot2012,67.35,124
India,Andhra Pradesh,Chittoor,2017,Chittoor2017,.,125
India,Rajasthan,Chittorgarh,2012,Chittorgarh2012,106.44,126
India,Manipur,Churachandpur,2012,Churachandpur2012,28.72,127
India,Manipur,Churachandpur,2013,Churachandpur2013,70.51,127
India,Manipur,Churachandpur,2014,Churachandpur2014,.,127
India,Manipur,Churachandpur,2017,Churachandpur2017,123.22,127
India,Manipur,Churachandpur,2018,Churachandpur2018,37.78,127
India,Manipur,Churachandpur,2020,Churachandpur2020,.,127
India,Rajasthan,Churu,2011,Churu2011,5.2,128
India,Rajasthan,Churu,2012,Churu2012,10,128
India,Rajasthan,Churu,2013,Churu2013,30.85,128
India,Rajasthan,Churu,2016,Churu2016,41.8,128
India,Tamil Nadu,Coimbatore,2012,Coimbatore2012,125.959,129
India,Tamil Nadu,Coimbatore,2016,Coimbatore2016,21.16,129
India,Tamil Nadu,Coimbatore,2018,Coimbatore2018,31.6,129
India,West Bengal,Coochbehar,2011,Coochbehar2011,102.72,130
India,West Bengal,Coochbehar,2012,Coochbehar2012,137.6,130
India,West Bengal,Coochbehar,2016,Coochbehar2016,110.97,130
India,West Bengal,Coochbehar,2017,Coochbehar2017,201.751,130
India,West Bengal,Coochbehar,2018,Coochbehar2018,.,130
India,Tamil Nadu,Cuddalore,2012,Cuddalore2012,90.419,131
India,Tamil Nadu,Cuddalore,2014,Cuddalore2014,25.804,131
India,Tamil Nadu,Cuddalore,2016,Cuddalore2016,13.316,131
India,Tamil Nadu,Cuddalore,2018,Cuddalore2018,15.43,131
India,Odisha,Cuttack,2011,Cuttack2011,95.16,132
India,Odisha,Cuttack,2012,Cuttack2012,284.43,132
India,Odisha,Cuttack,2013,Cuttack2013,106.107,132
India,Odisha,Cuttack,2016,Cuttack2016,242.79,132
India,Odisha,Cuttack,2017,Cuttack2017,151.39,132
India,Karnataka,Dakshina Kannada,2013,Dakshina Kannada2013,.,133
India,Madhya Pradesh,Damoh,2011,Damoh2011,57.95,134
India,Madhya Pradesh,Damoh,2012,Damoh2012,233.75,134
India,Madhya Pradesh,Damoh,2015,Damoh2015,120,134
India,Madhya Pradesh,Damoh,2016,Damoh2016,36.7,134
India,Madhya Pradesh,Damoh,2018,Damoh2018,.,134
India,Gujarat,Dang,2011,Dang2011,8.190001,135
India,Gujarat,Dang,2013,Dang2013,96.03,135
India,Chhattisgarh,Dantewada,2016,Dantewada2016,145.48,136
India,Chhattisgarh,Dantewada,2018,Dantewada2018,126.795,136
India,Bihar,Darbhanga,2012,Darbhanga2012,24.881,137
India,Bihar,Darbhanga,2013,Darbhanga2013,595.578,137
India,Bihar,Darbhanga,2016,Darbhanga2016,86.386,137
India,Bihar,Darbhanga,2017,Darbhanga2017,22.455,137
India,Bihar,Darbhanga,2018,Darbhanga2018,.,137
India,Bihar,Darbhanga,2020,Darbhanga2020,.,137
India,West Bengal,Darjeeling,2012,Darjeeling2012,156.229,138
India,West Bengal,Darjeeling,2013,Darjeeling2013,98.751,138
India,West Bengal,Darjeeling,2014,Darjeeling2014,43.578,138
India,West Bengal,Darjeeling,2016,Darjeeling2016,225.039,138
India,West Bengal,Darjeeling,2017,Darjeeling2017,55.09,138
India,West Bengal,Darjeeling,2018,Darjeeling2018,.,138
India,Assam,Darrang,2012,Darrang2012,28,139
India,Assam,Darrang,2013,Darrang2013,18.36,139
India,Assam,Darrang,2017,Darrang2017,295.914,139
India,Madhya Pradesh,Datia,2012,Datia2012,66.555,140
India,Madhya Pradesh,Datia,2013,Datia2013,33.35,140
India,Madhya Pradesh,Datia,2015,Datia2015,82.9,140
India,Madhya Pradesh,Datia,2016,Datia2016,9,140
India,Madhya Pradesh,Datia,2017,Datia2017,1.6,140
India,Rajasthan,Dausa,2012,Dausa2012,208.52,141
India,Rajasthan,Dausa,2013,Dausa2013,117.485,141
India,Uttarakhand,Dehradun,2012,Dehradun2012,112.62,142
India,Uttarakhand,Dehradun,2013,Dehradun2013,214.808,142
India,Uttarakhand,Dehradun,2016,Dehradun2016,49.41,142
India,Uttarakhand,Dehradun,2017,Dehradun2017,158.955,142
India,Uttarakhand,Dehradun,2018,Dehradun2018,229,142
India,Uttarakhand,Dehradun,2021,Dehradun2021,86.375,142
India,Odisha,Deogarh,2011,Deogarh2011,206.31,143
India,Odisha,Deogarh,2012,Deogarh2012,6.5,143
India,Odisha,Deogarh,2013,Deogarh2013,50.32,143
India,Odisha,Deogarh,2016,Deogarh2016,29.739,143
India,Odisha,Deogarh,2017,Deogarh2017,53.53,143
India,Odisha,Deogarh,2018,Deogarh2018,16.38,143
India,Jharkhand,Deoghar,2011,Deoghar2011,.,144
India,Jharkhand,Deoghar,2012,Deoghar2012,198.986,144
India,Jharkhand,Deoghar,2013,Deoghar2013,46.228,144
India,Jharkhand,Deoghar,2015,Deoghar2015,.,144
India,Jharkhand,Deoghar,2016,Deoghar2016,62.75,144
India,Jharkhand,Deoghar,2017,Deoghar2017,2,144
India,Uttar Pradesh,Deoria,2011,Deoria2011,1.8,145
India,Uttar Pradesh,Deoria,2012,Deoria2012,148.975,145
India,Uttar Pradesh,Deoria,2018,Deoria2018,12.05,145
India,Gujarat,Devbhumi Dwarka,2012,Devbhumi Dwarka2012,3.8,146
India,Gujarat,Devbhumi Dwarka,2013,Devbhumi Dwarka2013,1.35,146
India,Madhya Pradesh,Dewas,2011,Dewas2011,51.9,147
India,Madhya Pradesh,Dewas,2012,Dewas2012,167.75,147
India,Madhya Pradesh,Dewas,2013,Dewas2013,71.53,147
India,Madhya Pradesh,Dewas,2015,Dewas2015,197.05,147
India,Madhya Pradesh,Dewas,2016,Dewas2016,92.12,147
India,Madhya Pradesh,Dewas,2017,Dewas2017,3.475,147
India,Madhya Pradesh,Dewas,2018,Dewas2018,.,147
India,Tripura,Dhalai,2011,Dhalai2011,144.101,148
India,Tripura,Dhalai,2013,Dhalai2013,228.668,148
India,Tripura,Dhalai,2016,Dhalai2016,22.014,148
India,Tripura,Dhalai,2017,Dhalai2017,42.201,148
India,Tripura,Dhalai,2018,Dhalai2018,4.502,148
India,Chhattisgarh,Dhamtari,2012,Dhamtari2012,54.4,149
India,Chhattisgarh,Dhamtari,2013,Dhamtari2013,2.6,149
India,Chhattisgarh,Dhamtari,2016,Dhamtari2016,.,149
India,Jharkhand,Dhanbad,2012,Dhanbad2012,43.025,150
India,Jharkhand,Dhanbad,2016,Dhanbad2016,36.34,150
India,Madhya Pradesh,Dhar,2011,Dhar2011,37.44,151
India,Madhya Pradesh,Dhar,2012,Dhar2012,284.11,151
India,Madhya Pradesh,Dhar,2013,Dhar2013,15.95,151
India,Madhya Pradesh,Dhar,2015,Dhar2015,42.35,151
India,Madhya Pradesh,Dhar,2016,Dhar2016,92.745,151
India,Madhya Pradesh,Dhar,2017,Dhar2017,74.245,151
India,Madhya Pradesh,Dhar,2018,Dhar2018,.,151
India,Tamil Nadu,Dharmapuri,2012,Dharmapuri2012,55,152
India,Tamil Nadu,Dharmapuri,2014,Dharmapuri2014,66.705,152
India,Tamil Nadu,Dharmapuri,2016,Dharmapuri2016,36.28,152
India,Tamil Nadu,Dharmapuri,2018,Dharmapuri2018,41.07,152
India,Karnataka,Dharwad,2012,Dharwad2012,10.63,153
India,Karnataka,Dharwad,2013,Dharwad2013,.,153
India,Assam,Dhemaji,2012,Dhemaji2012,7.48,154
India,Assam,Dhemaji,2017,Dhemaji2017,356.794,154
India,Assam,Dhemaji,2018,Dhemaji2018,109.567,154
India,Odisha,Dhenkanal,2011,Dhenkanal2011,52.935,155
India,Odisha,Dhenkanal,2012,Dhenkanal2012,99.017,155
India,Odisha,Dhenkanal,2013,Dhenkanal2013,.,155
India,Odisha,Dhenkanal,2016,Dhenkanal2016,94.15,155
India,Odisha,Dhenkanal,2017,Dhenkanal2017,40.951,155
India,Odisha,Dhenkanal,2018,Dhenkanal2018,4.978,155
India,Rajasthan,Dholpur,2012,Dholpur2012,102.03,156
India,Assam,Dhubri,2012,Dhubri2012,21.12846,157
India,Assam,Dhubri,2013,Dhubri2013,24.25874,157
India,Assam,Dhubri,2017,Dhubri2017,111.9293,157
India,Assam,Dhubri,2018,Dhubri2018,13.18682,157
India,Maharashtra,Dhule,2012,Dhule2012,198.82,158
India,Arunachal Pradesh,Dibang Valley,2014,Dibang Valley2014,15,159
India,Arunachal Pradesh,Dibang Valley,2018,Dibang Valley2018,134.2,159
India,Assam,Dibrugarh,2012,Dibrugarh2012,45.07,160
India,Assam,Dibrugarh,2013,Dibrugarh2013,76.345,160
India,Assam,Dibrugarh,2016,Dibrugarh2016,110.4,160
India,Assam,Dibrugarh,2017,Dibrugarh2017,296.311,160
India,Assam,Dibrugarh,2018,Dibrugarh2018,5.6,160
India,Assam,Dima Hasao,2012,Dima Hasao2012,.,161
India,Assam,Dima Hasao,2016,Dima Hasao2016,.,161
India,Assam,Dima Hasao,2017,Dima Hasao2017,.,161
India,Assam,Dima Hasao,2018,Dima Hasao2018,209.223,161
India,Nagaland,Dimapur,2011,Dimapur2011,.,162
India,Nagaland,Dimapur,2017,Dimapur2017,.,162
India,Nagaland,Dimapur,2018,Dimapur2018,.,162
India,West Bengal,Dinajpur Dakshin,2012,Dinajpur Dakshin2012,205.329,163
India,West Bengal,Dinajpur Dakshin,2016,Dinajpur Dakshin2016,87.7,163
India,West Bengal,Dinajpur Dakshin,2017,Dinajpur Dakshin2017,64.307,163
India,West Bengal,Dinajpur Uttar,2011,Dinajpur Uttar2011,89.558,164
India,West Bengal,Dinajpur Uttar,2012,Dinajpur Uttar2012,282.254,164
India,West Bengal,Dinajpur Uttar,2013,Dinajpur Uttar2013,4.171,164
India,West Bengal,Dinajpur Uttar,2017,Dinajpur Uttar2017,218.758,164
India,West Bengal,Dinajpur Uttar,2018,Dinajpur Uttar2018,.,164
India,Tamil Nadu,Dindigul,2012,Dindigul2012,117.923,165
India,Tamil Nadu,Dindigul,2014,Dindigul2014,27.05,165
India,Tamil Nadu,Dindigul,2016,Dindigul2016,69.97,165
India,Tamil Nadu,Dindigul,2018,Dindigul2018,49.685,165
India,Madhya Pradesh,Dindori,2011,Dindori2011,231.5,166
India,Madhya Pradesh,Dindori,2012,Dindori2012,88.975,166
India,Madhya Pradesh,Dindori,2015,Dindori2015,14.52,166
India,Madhya Pradesh,Dindori,2016,Dindori2016,74.305,166
India,Madhya Pradesh,Dindori,2017,Dindori2017,62.745,166
India,Madhya Pradesh,Dindori,2018,Dindori2018,.,166
India,Jammu And Kashmir,Doda,2011,Doda2011,275.176,167
India,Jammu And Kashmir,Doda,2012,Doda2012,157.435,167
India,Jammu And Kashmir,Doda,2016,Doda2016,339.553,167
India,Jammu And Kashmir,Doda,2017,Doda2017,119.52,167
India,Jammu And Kashmir,Doda,2018,Doda2018,264.733,167
India,Gujarat,Dohad,2011,Dohad2011,42.23,168
India,Gujarat,Dohad,2012,Dohad2012,291.765,168
India,Gujarat,Dohad,2013,Dohad2013,259.045,168
India,Jharkhand,Dumka,2012,Dumka2012,490.465,169
India,Jharkhand,Dumka,2013,Dumka2013,.,169
India,Jharkhand,Dumka,2016,Dumka2016,157.768,169
India,Jharkhand,Dumka,2017,Dumka2017,13.16,169
India,Jharkhand,Dumka,2018,Dumka2018,50.13,169
India,Rajasthan,Dungarpur,2011,Dungarpur2011,541.72,170
India,Rajasthan,Dungarpur,2012,Dungarpur2012,282.595,170
India,Rajasthan,Dungarpur,2013,Dungarpur2013,497.335,170
India,Rajasthan,Dungarpur,2016,Dungarpur2016,295.66,170
India,Chhattisgarh,Durg,2011,Durg2011,43.05,171
India,Chhattisgarh,Durg,2012,Durg2012,2.07,171
India,Chhattisgarh,Durg,2013,Durg2013,20.78,171
India,Chhattisgarh,Durg,2018,Durg2018,.,171
India,Sikkim,East District,2011,East District2011,141.73,172
India,Sikkim,East District,2013,East District2013,93.045,172
India,Sikkim,East District,2014,East District2014,57.77,172
India,Sikkim,East District,2016,East District2016,120.72,172
India,Sikkim,East District,2017,East District2017,169.499,172
India,Sikkim,East District,2020,East District2020,.,172
India,Sikkim,East District,2021,East District2021,.,172
India,Meghalaya,East Garo Hills,2011,East Garo Hills2011,2.045,173
India,Meghalaya,East Garo Hills,2013,East Garo Hills2013,166.829,173
India,Meghalaya,East Garo Hills,2018,East Garo Hills2018,88.275,173
India,Andhra Pradesh,East Godavari,2012,East Godavari2012,39.65,174
India,Andhra Pradesh,East Godavari,2017,East Godavari2017,33.216,174
India,Andhra Pradesh,East Godavari,2018,East Godavari2018,13.2,174
India,Meghalaya,East Jaintia Hills,2011,East Jaintia Hills2011,6.2,175
India,Meghalaya,East Jaintia Hills,2013,East Jaintia Hills2013,48.934,175
India,Meghalaya,East Jaintia Hills,2017,East Jaintia Hills2017,7.6,175
India,Meghalaya,East Jaintia Hills,2018,East Jaintia Hills2018,44.9,175
India,Arunachal Pradesh,East Kameng,2012,East Kameng2012,.,176
India,Arunachal Pradesh,East Kameng,2013,East Kameng2013,.,176
India,Arunachal Pradesh,East Kameng,2016,East Kameng2016,221.04,176
India,Arunachal Pradesh,East Kameng,2017,East Kameng2017,.,176
India,Arunachal Pradesh,East Kameng,2018,East Kameng2018,293.56,176
India,Meghalaya,East Khasi Hills,2011,East Khasi Hills2011,22.019,177
India,Meghalaya,East Khasi Hills,2013,East Khasi Hills2013,55.953,177
India,Meghalaya,East Khasi Hills,2017,East Khasi Hills2017,24.02,177
India,Meghalaya,East Khasi Hills,2018,East Khasi Hills2018,308.952,177
India,Madhya Pradesh,East Nimar,2012,East Nimar2012,75.25,178
India,Madhya Pradesh,East Nimar,2013,East Nimar2013,39.86,178
India,Madhya Pradesh,East Nimar,2015,East Nimar2015,17.8,178
India,Madhya Pradesh,East Nimar,2016,East Nimar2016,12.3,178
India,Madhya Pradesh,East Nimar,2017,East Nimar2017,24.732,178
India,Madhya Pradesh,East Nimar,2018,East Nimar2018,.,178
India,Arunachal Pradesh,East Siang,2013,East Siang2013,1.5,179
India,Jharkhand,East Singhbum,2011,East Singhbum2011,295.955,180
India,Jharkhand,East Singhbum,2012,East Singhbum2012,71.296,180
India,Jharkhand,East Singhbum,2013,East Singhbum2013,247.125,180
India,Jharkhand,East Singhbum,2016,East Singhbum2016,176.071,180
India,Jharkhand,East Singhbum,2017,East Singhbum2017,149.44,180
India,Jharkhand,East Singhbum,2018,East Singhbum2018,62.815,180
India,Kerala,Ernakulam,2013,Ernakulam2013,51.853,181
India,Kerala,Ernakulam,2015,Ernakulam2015,.,181
India,Tamil Nadu,Erode,2012,Erode2012,127.699,182
India,Tamil Nadu,Erode,2014,Erode2014,36.32,182
India,Tamil Nadu,Erode,2016,Erode2016,34.381,182
India,Tamil Nadu,Erode,2018,Erode2018,19.25,182
India,Uttar Pradesh,Etah,2011,Etah2011,27.29,183
India,Uttar Pradesh,Etah,2012,Etah2012,40.525,183
India,Uttar Pradesh,Etah,2018,Etah2018,8.3,183
India,Uttar Pradesh,Etawah,2012,Etawah2012,72.85,184
India,Uttar Pradesh,Etawah,2018,Etawah2018,12,184
India,Punjab,Faridkot,2012,Faridkot2012,57.281,185
India,Uttar Pradesh,Farrukhabad,2011,Farrukhabad2011,10.15,186
India,Uttar Pradesh,Farrukhabad,2012,Farrukhabad2012,71.41,186
India,Uttar Pradesh,Farrukhabad,2018,Farrukhabad2018,13.75,186
India,Punjab,Fatehgarh Sahib,2012,Fatehgarh Sahib2012,38.1,187
India,Punjab,Fatehgarh Sahib,2014,Fatehgarh Sahib2014,1.6,187
India,Uttar Pradesh,Fatehpur,2011,Fatehpur2011,38.23,188
India,Uttar Pradesh,Fatehpur,2012,Fatehpur2012,185.45,188
India,Uttar Pradesh,Fatehpur,2018,Fatehpur2018,11.5,188
India,Punjab,Fazilka,2011,Fazilka2011,28.13,189
India,Punjab,Fazilka,2012,Fazilka2012,76.13,189
India,Punjab,Fazilka,2013,Fazilka2013,54.66,189
India,Punjab,Ferozepur,2011,Ferozepur2011,147.53,190
India,Punjab,Ferozepur,2012,Ferozepur2012,25.21,190
India,Punjab,Ferozepur,2014,Ferozepur2014,23.78,190
India,Uttar Pradesh,Firozabad,2012,Firozabad2012,101.87,191
India,Maharashtra,Gadchiroli,2012,Gadchiroli2012,.,192
India,Maharashtra,Gadchiroli,2017,Gadchiroli2017,277.01,192
India,Odisha,Gajapati,2011,Gajapati2011,590.45,193
India,Odisha,Gajapati,2012,Gajapati2012,57.91,193
India,Odisha,Gajapati,2013,Gajapati2013,.,193
India,Odisha,Gajapati,2016,Gajapati2016,363.46,193
India,Odisha,Gajapati,2017,Gajapati2017,116.98,193
India,Odisha,Gajapati,2018,Gajapati2018,23.62,193
India,Jammu And Kashmir,Ganderbal,2011,Ganderbal2011,49.25,194
India,Jammu And Kashmir,Ganderbal,2012,Ganderbal2012,22.98,194
India,Jammu And Kashmir,Ganderbal,2016,Ganderbal2016,44.5,194
India,Jammu And Kashmir,Ganderbal,2018,Ganderbal2018,62.04,194
India,Rajasthan,Ganganagar,2017,Ganganagar2017,.,195
India,Odisha,Ganjam,2011,Ganjam2011,109.785,196
India,Odisha,Ganjam,2012,Ganjam2012,183.24,196
India,Odisha,Ganjam,2013,Ganjam2013,307.915,196
India,Odisha,Ganjam,2016,Ganjam2016,532.91,196
India,Odisha,Ganjam,2017,Ganjam2017,464.82,196
India,Odisha,Ganjam,2018,Ganjam2018,19.22,196
India,Jharkhand,Garhwa,2011,Garhwa2011,157.205,197
India,Jharkhand,Garhwa,2012,Garhwa2012,109.618,197
India,Jharkhand,Garhwa,2016,Garhwa2016,280.534,197
India,Jharkhand,Garhwa,2017,Garhwa2017,153.28,197
India,Chhattisgarh,Gariyaband,2011,Gariyaband2011,26.43,198
India,Chhattisgarh,Gariyaband,2012,Gariyaband2012,118.75,198
India,Chhattisgarh,Gariyaband,2013,Gariyaband2013,69.095,198
India,Chhattisgarh,Gariyaband,2016,Gariyaband2016,35,198
India,Chhattisgarh,Gaurella Pendra Marwahi,2012,Gaurella Pendra Marwahi2012,32.59,199
India,Chhattisgarh,Gaurella Pendra Marwahi,2013,Gaurella Pendra Marwahi2013,41.06,199
India,Uttar Pradesh,Gautam Buddha Nagar,2012,Gautam Buddha Nagar2012,76.625,200
India,Uttar Pradesh,Gautam Buddha Nagar,2018,Gautam Buddha Nagar2018,7.835,200
India,Bihar,Gaya,2011,Gaya2011,403.191,201
India,Bihar,Gaya,2012,Gaya2012,.,201
India,Bihar,Gaya,2013,Gaya2013,856.762,201
India,Bihar,Gaya,2016,Gaya2016,459.65,201
India,Bihar,Gaya,2017,Gaya2017,65.3,201
India,Bihar,Gaya,2018,Gaya2018,183.104,201
India,Bihar,Gaya,2020,Gaya2020,.,201
India,Uttar Pradesh,Ghaziabad,2012,Ghaziabad2012,34.35,202
India,Uttar Pradesh,Ghaziabad,2018,Ghaziabad2018,8.3,202
India,Uttar Pradesh,Ghazipur,2011,Ghazipur2011,40.9,203
India,Uttar Pradesh,Ghazipur,2012,Ghazipur2012,88.6,203
India,Uttar Pradesh,Ghazipur,2018,Ghazipur2018,18.1,203
India,Jharkhand,Giridih,2012,Giridih2012,263.503,204
India,Jharkhand,Giridih,2013,Giridih2013,277.915,204
India,Jharkhand,Giridih,2016,Giridih2016,262.414,204
India,Jharkhand,Giridih,2017,Giridih2017,144.549,204
India,Jharkhand,Giridih,2018,Giridih2018,126.61,204
India,Assam,Goalpara,2012,Goalpara2012,59.39,205
India,Assam,Goalpara,2013,Goalpara2013,31.89,205
India,Assam,Goalpara,2016,Goalpara2016,13.89,205
India,Assam,Goalpara,2017,Goalpara2017,521.011,205
India,Assam,Goalpara,2018,Goalpara2018,5.47,205
India,Jharkhand,Godda,2012,Godda2012,189.229,206
India,Jharkhand,Godda,2013,Godda2013,.,206
India,Jharkhand,Godda,2016,Godda2016,78.616,206
India,Jharkhand,Godda,2017,Godda2017,14.52,206
India,Assam,Golaghat,2012,Golaghat2012,33.097,207
India,Assam,Golaghat,2013,Golaghat2013,65.48,207
India,Assam,Golaghat,2016,Golaghat2016,52.99,207
India,Assam,Golaghat,2017,Golaghat2017,133.54,207
India,Assam,Golaghat,2018,Golaghat2018,100.16,207
India,Tripura,Gomati,2011,Gomati2011,15.407,208
India,Tripura,Gomati,2013,Gomati2013,154.426,208
India,Tripura,Gomati,2016,Gomati2016,15.436,208
India,Tripura,Gomati,2017,Gomati2017,8.621,208
India,Uttar Pradesh,Gonda,2011,Gonda2011,27.57,209
India,Uttar Pradesh,Gonda,2012,Gonda2012,134.65,209
India,Uttar Pradesh,Gonda,2018,Gonda2018,10,209
India,Maharashtra,Gondia,2013,Gondia2013,.,210
India,Bihar,Gopalganj,2012,Gopalganj2012,47.636,211
India,Bihar,Gopalganj,2013,Gopalganj2013,194.714,211
India,Bihar,Gopalganj,2016,Gopalganj2016,69.671,211
India,Uttar Pradesh,Gorakhpur,2011,Gorakhpur2011,2,212
India,Uttar Pradesh,Gorakhpur,2012,Gorakhpur2012,175.15,212
India,Uttar Pradesh,Gorakhpur,2018,Gorakhpur2018,15,212
India,Jharkhand,Gumla,2011,Gumla2011,385.89,213
India,Jharkhand,Gumla,2012,Gumla2012,142.17,213
India,Jharkhand,Gumla,2013,Gumla2013,.,213
India,Jharkhand,Gumla,2016,Gumla2016,175.214,213
India,Jharkhand,Gumla,2017,Gumla2017,401.76,213
India,Jharkhand,Gumla,2018,Gumla2018,103.463,213
India,Madhya Pradesh,Guna,2011,Guna2011,51.925,214
India,Madhya Pradesh,Guna,2012,Guna2012,411.43,214
India,Madhya Pradesh,Guna,2013,Guna2013,88.4,214
India,Madhya Pradesh,Guna,2015,Guna2015,115.661,214
India,Madhya Pradesh,Guna,2016,Guna2016,77.9,214
India,Madhya Pradesh,Guna,2017,Guna2017,2.4,214
India,Andhra Pradesh,Guntur,2017,Guntur2017,.,215
India,Punjab,Gurdaspur,2011,Gurdaspur2011,86.15,216
India,Punjab,Gurdaspur,2012,Gurdaspur2012,9.2,216
India,Punjab,Gurdaspur,2013,Gurdaspur2013,51.74,216
India,Punjab,Gurdaspur,2014,Gurdaspur2014,1.6,216
India,Madhya Pradesh,Gwalior,2012,Gwalior2012,47.14,217
India,Madhya Pradesh,Gwalior,2013,Gwalior2013,7.925,217
India,Madhya Pradesh,Gwalior,2015,Gwalior2015,78.665,217
India,Madhya Pradesh,Gwalior,2016,Gwalior2016,.,217
India,Madhya Pradesh,Gwalior,2017,Gwalior2017,7.1,217
India,Madhya Pradesh,Gwalior,2018,Gwalior2018,.,217
India,Assam,Hailakandi,2012,Hailakandi2012,.,218
India,Assam,Hailakandi,2016,Hailakandi2016,5.669,218
India,Assam,Hailakandi,2017,Hailakandi2017,2.896,218
India,Assam,Hailakandi,2018,Hailakandi2018,55.892,218
India,Himachal Pradesh,Hamirpur,2011,Hamirpur2011,12.22,219
India,Uttar Pradesh,Hamirpur,2012,Hamirpur2012,28.7,219
India,Himachal Pradesh,Hamirpur,2013,Hamirpur2013,2,219
India,Himachal Pradesh,Hamirpur,2014,Hamirpur2014,.,219
India,Himachal Pradesh,Hamirpur,2016,Hamirpur2016,53.225,219
India,Himachal Pradesh,Hamirpur,2017,Hamirpur2017,38.19,219
India,Himachal Pradesh,Hamirpur,2018,Hamirpur2018,104.355,219
India,Telangana,Hanumakonda,2012,Hanumakonda2012,8.3,220
India,Rajasthan,Hanumangarh,2011,Hanumangarh2011,7.85,221
India,Uttar Pradesh,Hapur,2012,Hapur2012,50.5,222
India,Uttar Pradesh,Hapur,2018,Hapur2018,9.5,222
India,Madhya Pradesh,Harda,2012,Harda2012,86.1,223
India,Madhya Pradesh,Harda,2013,Harda2013,24.88,223
India,Madhya Pradesh,Harda,2015,Harda2015,53.45,223
India,Madhya Pradesh,Harda,2017,Harda2017,3.5,223
India,Madhya Pradesh,Harda,2018,Harda2018,.,223
India,Uttar Pradesh,Hardoi,2011,Hardoi2011,16.65,224
India,Uttar Pradesh,Hardoi,2012,Hardoi2012,381.76,224
India,Uttar Pradesh,Hardoi,2018,Hardoi2018,14.435,224
India,Uttarakhand,Haridwar,2013,Haridwar2013,93.75,225
India,Uttarakhand,Haridwar,2017,Haridwar2017,2.32,225
India,Karnataka,Hassan,2012,Hassan2012,12.65,226
India,Karnataka,Hassan,2013,Hassan2013,6.71,226
India,Uttar Pradesh,Hathras,2012,Hathras2012,109.475,227
India,Karnataka,Haveri,2012,Haveri2012,27.51,228
India,Karnataka,Haveri,2013,Haveri2013,.,228
India,Jharkhand,Hazaribagh,2011,Hazaribagh2011,277.344,229
India,Jharkhand,Hazaribagh,2012,Hazaribagh2012,48.15,229
India,Jharkhand,Hazaribagh,2013,Hazaribagh2013,174.691,229
India,Jharkhand,Hazaribagh,2016,Hazaribagh2016,315.557,229
India,Jharkhand,Hazaribagh,2017,Hazaribagh2017,107.244,229
India,Jharkhand,Hazaribagh,2018,Hazaribagh2018,23.27,229
India,Maharashtra,Hingoli,2012,Hingoli2012,.,230
India,Mizoram,Hnahthial,2013,Hnahthial2013,13.5,231
India,Mizoram,Hnahthial,2017,Hnahthial2017,25.45,231
India,Mizoram,Hnahthial,2018,Hnahthial2018,12.3,231
India,Assam,Hojai,2012,Hojai2012,2.8,232
India,Assam,Hojai,2013,Hojai2013,15.291,232
India,Assam,Hojai,2016,Hojai2016,27.688,232
India,Assam,Hojai,2017,Hojai2017,141.775,232
India,Assam,Hojai,2018,Hojai2018,84.52,232
India,West Bengal,Hooghly,2011,Hooghly2011,92.355,233
India,West Bengal,Hooghly,2012,Hooghly2012,129.59,233
India,West Bengal,Hooghly,2014,Hooghly2014,76.714,233
India,West Bengal,Hooghly,2016,Hooghly2016,165.239,233
India,West Bengal,Hooghly,2017,Hooghly2017,355.32,233
India,Madhya Pradesh,Hoshangabad,2012,Hoshangabad2012,229.96,234
India,Madhya Pradesh,Hoshangabad,2013,Hoshangabad2013,43.1,234
India,Madhya Pradesh,Hoshangabad,2015,Hoshangabad2015,168.59,234
India,Madhya Pradesh,Hoshangabad,2016,Hoshangabad2016,5.85,234
India,Madhya Pradesh,Hoshangabad,2017,Hoshangabad2017,1.375,234
India,Punjab,Hoshiarpur,2012,Hoshiarpur2012,101.9,235
